"rownames(output.data)"	"dprime"	"dprime.hosei"	"degree"	"degree.st"	"betweenness"	"class"	"individuals"
"H_0310_Diptera_Megaselia"	0.0604425127572084	0.939557487242792	2	0.0132	0.0095	"prey"	2
"H_0321_Diptera_Bradysia"	0.0667183991214369	0.933281600878563	1	0.0066	0	"prey"	2
"H_0332_Lepidoptera_Lepidoptera"	0	1	1	0.0066	0	"prey"	1
"H_0334_Diptera_Diptera"	0.0604425127572084	0.939557487242792	2	0.0132	0.0095	"prey"	2
"H_0344_Diptera_Dolichopodidae"	0	1	1	0.0066	0	"prey"	1
"H_0346_Hemiptera_Miridae"	0.490150504532837	0.509849495467163	1	0.0066	0	"prey"	1
"H_0348_Diptera_Drosophilidae"	0.256175381194859	0.743824618805141	1	0.0066	0	"prey"	1
"H_0356_Hemiptera_Cicadellidae"	0	1	2	0.0132	0.0674	"prey"	2
"H_0367_Diptera_Diptera"	0.0667183991214369	0.933281600878563	1	0.0066	0	"prey"	2
"H_0370_Hymenoptera_Hymenoptera"	0.136412336130747	0.863587663869253	3	0.0199	0	"prey"	11
"H_0372_Diptera_Diptera"	0.0604425127572084	0.939557487242792	2	0.0132	0.0095	"prey"	2
"H_0394_Hymenoptera_Eulophidae"	0.394241979478049	0.605758020521951	1	0.0066	0	"prey"	1
"H_0400_Hemiptera_Aphididae"	0.00448032391340871	0.995519676086591	2	0.0132	0	"prey"	3
"H_0404_Diptera_Dasineura"	0.0714223549793403	0.92857764502066	3	0.0199	0	"prey"	5
"H_0406_Diptera_Diptera"	0.257150275190349	0.742849724809651	1	0.0066	0	"prey"	3
"H_0431_Hemiptera_Aphididae"	0.274702458990035	0.725297541009965	2	0.0132	0.0175	"prey"	2
"H_0434_Lepidoptera_Geometridae"	0.277905429442664	0.722094570557336	1	0.0066	0	"prey"	1
"H_0457_Hemiptera_Empoascanara"	0	1	1	0.0066	0	"prey"	1
"H_0460_Hemiptera_Hemiptera"	0.0667183991214369	0.933281600878563	1	0.0066	0	"prey"	2
"H_0468_Hemiptera_Aphididae"	0.490150504532837	0.509849495467163	1	0.0066	0	"prey"	1
"H_0476_Diptera_Diptera"	0.284564611343697	0.715435388656303	2	0.0132	0.011	"prey"	2
"H_0478_Diptera_Diptera"	0	1	1	0.0066	0	"prey"	1
"H_0485_Diptera_Phoridae"	0.394241979478049	0.605758020521951	1	0.0066	0	"prey"	1
"H_0501_Diptera_Diptera"	0.256175381194859	0.743824618805141	1	0.0066	0	"prey"	1
"H_0519_Diptera_Diptera"	0.143993696519266	0.856006303480734	1	0.0066	0	"prey"	1
"H_0522_Lepidoptera_Pelopidas.mathias"	0.277905429442664	0.722094570557336	1	0.0066	0	"prey"	1
"H_0527_Diptera_Diptera"	0.256175381194859	0.743824618805141	1	0.0066	0	"prey"	1
"H_0543_Hymenoptera_Braconidae"	0	1	1	0.0066	0	"prey"	1
"H_0552_Hemiptera_Saldula"	0	1	1	0.0066	0	"prey"	1
"H_0554_Hemiptera_Hemiptera"	0.314523232832806	0.685476767167194	2	0.0132	0	"prey"	3
"H_0563_Hemiptera_Aphididae"	0.149733020260483	0.850266979739517	2	0.0132	0.02	"prey"	2
"H_0570_Diptera_Paratanytarsus"	0.490150504532837	0.509849495467163	1	0.0066	0	"prey"	1
"H_0575_Hemiptera_Hemiptera"	0.143993696519266	0.856006303480734	1	0.0066	0	"prey"	1
"H_0576_Coleoptera_Chrysomelidae"	0	1	1	0.0066	0	"prey"	1
"H_0584_Hemiptera_Anoecia"	0	1	2	0.0132	0.0674	"prey"	2
"H_0589_Hemiptera_Aphididae"	0.264088814576553	0.735911185423447	2	0.0132	0.0081	"prey"	2
"H_0625_Coleoptera_Atomaria"	0	1	1	0.0066	0	"prey"	1
"H_0643_Diptera_Ephydridae"	0.0604425127572084	0.939557487242792	2	0.0132	0.0095	"prey"	2
"H_0660_Diptera_Mycetophilidae"	0	1	1	0.0066	0	"prey"	1
"H_0662_Diptera_Diptera"	0.201551124940438	0.798448875059562	2	0.0132	0	"prey"	3
"H_0674_Diptera_Dolichosciara"	0.394241979478049	0.605758020521951	1	0.0066	0	"prey"	1
"H_0675_Orthoptera_Tettigoniidae"	0.277905429442664	0.722094570557336	1	0.0066	0	"prey"	1
"H_0678_Hemiptera_Anoecia"	0	1	1	0.0066	0	"prey"	1
"H_0686_Hemiptera_Cicadellidae"	0	1	1	0.0066	0	"prey"	1
"H_0697_Hemiptera_Anoecia"	0.0909928970874746	0.909007102912525	1	0.0066	0	"prey"	3
"H_0727_Hymenoptera_Athalia"	0.143993696519266	0.856006303480734	1	0.0066	0	"prey"	1
"H_0732_Coleoptera_Coleoptera"	0.0721504731273065	0.927849526872694	2	0.0132	0.026	"prey"	2
"H_0767_Hemiptera_Cicadellidae"	0	1	1	0.0066	0	"prey"	1
"H_0783_Hemiptera_Tuberculatus"	0.394241979478049	0.605758020521951	1	0.0066	0	"prey"	1
"H_0789_Diptera_Diptera"	0.143993696519266	0.856006303480734	1	0.0066	0	"prey"	1
"H_0799_Hemiptera_Aphididae"	0.0338343715320925	0.966165628467908	2	0.0132	0	"prey"	4
"H_0824_Hymenoptera_Hymenoptera"	0	1	1	0.0066	0	"prey"	1
"H_0835_Coleoptera_Coleoptera"	0	1	1	0.0066	0	"prey"	1
"H_0836_Diptera_Culicidae"	0	1	1	0.0066	0	"prey"	1
"H_0838_Diptera_Diptera"	0.732176534153204	0.267823465846796	1	0.0066	0	"prey"	1
"H_0865_Coleoptera_Coleoptera"	0	1	1	0.0066	0	"prey"	1
"H_0907_Hymenoptera_Hymenoptera"	0	1	1	0.0066	0	"prey"	1
"H_0908_Lepidoptera_Ctenoplusia"	0.143993696519266	0.856006303480734	1	0.0066	0	"prey"	1
"H_0930_Hymenoptera_Hymenoptera"	0	1	1	0.0066	0	"prey"	1
"H_0949_Diptera_Cecidomyiidae"	0	1	1	0.0066	0	"prey"	1
"H_0960_Hemiptera_Aphididae"	0.12513802223429	0.87486197776571	4	0.0265	0.0013	"prey"	11
"H_0964_Diptera_Diptera"	0.143993696519266	0.856006303480734	1	0.0066	0	"prey"	1
"H_0969_Hemiptera_Hemiptera"	0.866088267076602	0.133911732923398	1	0.0066	0	"prey"	1
"H_0972_Hemiptera_Hemiptera"	0	1	1	0.0066	0	"prey"	1
"H_0974_Diptera_Diptera"	0.653843191986429	0.346156808013571	1	0.0066	0	"prey"	1
"H_1002_Hemiptera_Aphididae"	0.0667183991214369	0.933281600878563	1	0.0066	0	"prey"	2
"H_1004_Diptera_Diptera"	0	1	1	0.0066	0	"prey"	1
"H_1007_Diptera_Cecidomyiidae"	0	1	1	0.0066	0	"prey"	1
"H_1009_Coleoptera_Cantharidae"	0.143993696519266	0.856006303480734	1	0.0066	0	"prey"	1
"H_1046_Lepidoptera_Vanessa.cardui"	0	1	1	0.0066	0	"prey"	1
"H_1060_Diptera_Sphaeroceridae"	0.256175381194859	0.743824618805141	1	0.0066	0	"prey"	1
"H_1093_Diptera_Corynoptera"	0	1	1	0.0066	0	"prey"	1
"H_1137_Lepidoptera_Lepidoptera"	0.394241979478049	0.605758020521951	1	0.0066	0	"prey"	1
"H_1161_Hymenoptera_Diapriidae"	0.143993696519266	0.856006303480734	1	0.0066	0	"prey"	1
"H_1205_Hemiptera_Aphididae"	0.0819285913099704	0.91807140869003	2	0.0132	0	"prey"	6
"H_1208_Diptera_Cecidomyiidae"	0	1	1	0.0066	0	"prey"	1
