"rownames(output.data)"	"dprime"	"dprime.hosei"	"degree"	"degree.st"	"betweenness"	"class"	"individuals"
"H_0108_Diptera_Sarcophagidae"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0111_Diptera_Diptera"	0.757040323768283	0.242959676231717	1	0.0047	0	"prey"	1
"H_0113_Diptera_Limoniidae"	0.401110831486618	0.598889168513382	1	0.0047	0	"prey"	1
"H_0114_Diptera_Diptera"	0.254812135490579	0.745187864509421	1	0.0047	0	"prey"	2
"H_0116_Diptera_Atrichopogon"	0.280107482075192	0.719892517924808	3	0.0142	0.0047	"prey"	3
"H_0122_Blattodea_Reticulitermes"	0.26259831342492	0.73740168657508	4	0.019	0.0222	"prey"	7
"H_0125_Hemiptera_Cicadellidae"	0.68039184714323	0.31960815285677	2	0.0095	0.0067	"prey"	2
"H_0128_Hemiptera_Cicadellidae"	0.401110831486618	0.598889168513382	1	0.0047	0	"prey"	1
"H_0129_Diptera_Cecidomyiidae"	0.0962759817489376	0.903724018251062	1	0.0047	0	"prey"	2
"H_0130_Diptera_Diptera"	0.0926787899001885	0.907321210099812	3	0.0142	0.0196	"prey"	3
"H_0131_Collembola_Collembola"	0.362750943203077	0.637249056796923	3	0.0142	0.0014	"prey"	5
"H_0132_Hemiptera_Cicadellidae"	0.226742360486847	0.773257639513153	1	0.0047	0	"prey"	1
"H_0137_Diptera_Austrosciara"	0.204286622877476	0.795713377122524	4	0.019	0.0049	"prey"	6
"H_0143_Diptera_Diptera"	0.644070507718334	0.355929492281666	1	0.0047	0	"prey"	1
"H_0147_Diptera_Cecidomyiidae"	0.297168857810249	0.702831142189751	1	0.0047	0	"prey"	1
"H_0148_Diptera_Diptera"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0151_Lepidoptera_Lepidoptera"	0.254812135490579	0.745187864509421	1	0.0047	0	"prey"	2
"H_0155_Hemiptera_Hemiptera"	0.253084619645714	0.746915380354286	2	0.0095	0	"prey"	3
"H_0158_Hemiptera_Cicadellidae"	0	1	1	0.0047	0	"prey"	1
"H_0165_Diptera_Bradysia"	0.344003504297176	0.655996495702823	3	0.0142	0	"prey"	19
"H_0170_Diptera_Exorista"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0172_Hemiptera_Hemiptera"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0180_Hemiptera_Bemisia"	0.360790158883889	0.639209841116111	1	0.0047	0	"prey"	1
"H_0181_Diptera_Sciaridae"	0.541312451221416	0.458687548778584	3	0.0142	0.0119	"prey"	3
"H_0182_Diptera_Diptera"	0.468598319926744	0.531401680073256	1	0.0047	0	"prey"	2
"H_0184_Diptera_Melanostoma"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0186_Hemiptera_Aphis.spiraecola"	0.221022543623005	0.778977456376995	4	0.019	0.0659	"prey"	4
"H_0189_Diptera_Phoridae"	0.226742360486847	0.773257639513153	1	0.0047	0	"prey"	1
"H_0196_Diptera_Cecidomyiidae"	0.517117935292664	0.482882064707336	2	0.0095	0.0023	"prey"	3
"H_0200_Coleoptera_Cantharidae"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0202_Hemiptera_Empoasca"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0207_Coleoptera_Curculionidae"	0.337489530412978	0.662510469587022	1	0.0047	0	"prey"	1
"H_0222_Coleoptera_Coleoptera"	0.27259632809224	0.72740367190776	2	0.0095	0.0035	"prey"	2
"H_0226_Hemiptera_Aphididae"	0.359187571253926	0.640812428746074	3	0.0142	0.0064	"prey"	4
"H_0227_Hemiptera_Cicadellidae"	0.226742360486847	0.773257639513153	1	0.0047	0	"prey"	1
"H_0231_Diptera_Cecidomyiidae"	0.186792897949305	0.813207102050695	4	0.019	0.015	"prey"	9
"H_0235_Diptera_Diptera"	0.174305830758573	0.825694169241427	2	0.0095	0	"prey"	5
"H_0241_Diptera_Diptera"	0.360790158883889	0.639209841116111	1	0.0047	0	"prey"	1
"H_0247_Diptera_Cecidomyiidae"	0.297168857810249	0.702831142189751	1	0.0047	0	"prey"	1
"H_0250_Hymenoptera_Eurytomidae"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0255_Hymenoptera_Formica"	0.456490896610536	0.543509103389464	1	0.0047	0	"prey"	2
"H_0257_Diptera_Diptera"	0.348833115703077	0.651166884296923	1	0.0047	0	"prey"	1
"H_0268_Hemiptera_Aphis"	0.331933309547994	0.668066690452006	3	0.0142	0.0035	"prey"	3
"H_0269_Hemiptera_Bemisia"	0.401110831486618	0.598889168513382	1	0.0047	0	"prey"	1
"H_0274_Diptera_Diptera"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0275_Diptera_Cecidomyiidae"	0.253877245197492	0.746122754802508	6	0.0284	0.1163	"prey"	7
"H_0278_Diptera_Sciara"	0.209599445044933	0.790400554955067	3	0.0142	0	"prey"	6
"H_0279_Hymenoptera_Aphidius"	0.0286971417434146	0.971302858256585	3	0.0142	0.0378	"prey"	3
"H_0283_Diptera_Diptera"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0288_Diptera_Cecidomyiidae"	0.192542263764791	0.807457736235209	2	0.0095	0.0055	"prey"	2
"H_0291_Diptera_Cecidomyiidae"	0.360790158883889	0.639209841116111	1	0.0047	0	"prey"	1
"H_0292_Diptera_Ephydridae"	0.401110831486618	0.598889168513382	1	0.0047	0	"prey"	1
"H_0307_Diptera_Cecidomyiidae"	0.27013361192372	0.72986638807628	2	0.0095	0	"prey"	5
"H_0313_Diptera_Diptera"	0	1	1	0.0047	0	"prey"	1
"H_0320_Hymenoptera_Ichneumonidae"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0335_Diptera_Sciaridae"	0.757040323768283	0.242959676231717	1	0.0047	0	"prey"	1
"H_0357_Hemiptera_Hemiptera"	0.337489530412978	0.662510469587022	1	0.0047	0	"prey"	1
"H_0369_Psocoptera_Peripsocus"	0.757040323768283	0.242959676231717	1	0.0047	0	"prey"	1
"H_0374_Lepidoptera_Lepidoptera"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0376_Diptera_Diptera"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0379_Hemiptera_Aphididae"	0.230949104324392	0.769050895675608	1	0.0047	0	"prey"	2
"H_0381_Diptera_Diptera"	0.207440364673483	0.792559635326517	2	0.0095	0.002	"prey"	2
"H_0384_Diptera_Diptera"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0391_Lepidoptera_Lepidoptera"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0392_Hemiptera_Cicadellidae"	0.540128534041966	0.459871465958034	1	0.0047	0	"prey"	1
"H_0398_Hemiptera_Aphididae"	0.132926446737206	0.867073553262794	3	0.0142	0.0154	"prey"	3
"H_0399_Coleoptera_Coleoptera"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0406_Diptera_Diptera"	0.261231369804567	0.738768630195433	2	0.0095	0	"prey"	4
"H_0409_Hemiptera_Melanaphis"	0	1	1	0.0047	0	"prey"	1
"H_0410_Diptera_Cecidomyiidae"	0	1	1	0.0047	0	"prey"	1
"H_0413_Hymenoptera_Formica"	0.456490896610536	0.543509103389464	1	0.0047	0	"prey"	2
"H_0425_Diptera_Cecidomyiidae"	0.337489530412978	0.662510469587022	1	0.0047	0	"prey"	1
"H_0430_Diptera_Diptera"	0	1	1	0.0047	0	"prey"	1
"H_0431_Hemiptera_Aphididae"	0.570686616926707	0.429313383073293	2	0.0095	0.0031	"prey"	2
"H_0441_Hemiptera_Hemiptera"	0.644070507718334	0.355929492281666	1	0.0047	0	"prey"	1
"H_0443_Diptera_Pseudolycoriella"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0449_Diptera_Cecidomyiidae"	0	1	1	0.0047	0	"prey"	1
"H_0457_Hemiptera_Empoascanara"	0.67277491392667	0.32722508607333	1	0.0047	0	"prey"	2
"H_0459_Hymenoptera_Eulophidae"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0462_Hymenoptera_Formicidae"	0.337489530412978	0.662510469587022	1	0.0047	0	"prey"	1
"H_0464_Diptera_Cecidomyiidae"	0.227286392283373	0.772713607716627	3	0.0142	0.0078	"prey"	5
"H_0476_Diptera_Diptera"	0.348833115703077	0.651166884296923	1	0.0047	0	"prey"	1
"H_0499_Hymenoptera_Formicidae"	0.277653579312947	0.722346420687053	2	0.0095	0.0109	"prey"	3
"H_0512_Diptera_Sciaridae"	0.0948934895568816	0.905106510443118	2	0.0095	0	"prey"	3
"H_0520_Diptera_Cystiphora"	0.434973032588233	0.565026967411767	2	0.0095	0.0031	"prey"	2
"H_0541_Diptera_Cecidomyiidae"	0	1	1	0.0047	0	"prey"	1
"H_0547_Diptera_Diptera"	0.348833115703077	0.651166884296923	1	0.0047	0	"prey"	1
"H_0550_Diptera_Cricotopus"	0	1	1	0.0047	0	"prey"	1
"H_0558_Diptera_Dolichopus.bigeniculatus"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0564_Hemiptera_Stenotus"	0.360790158883889	0.639209841116111	1	0.0047	0	"prey"	1
"H_0569_Diptera_Cecidomyiidae"	0.757040323768283	0.242959676231717	1	0.0047	0	"prey"	1
"H_0581_Diptera_Cecidomyiidae"	0.288141015436669	0.711858984563331	1	0.0047	0	"prey"	1
"H_0584_Hemiptera_Anoecia"	0	1	1	0.0047	0	"prey"	1
"H_0587_Diptera_Diptera"	0.288141015436669	0.711858984563331	1	0.0047	0	"prey"	1
"H_0609_Coleoptera_Coleoptera"	0.348833115703077	0.651166884296923	1	0.0047	0	"prey"	1
"H_0614_Hemiptera_Cymus"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0618_Diptera_Diptera"	0.540128534041966	0.459871465958034	1	0.0047	0	"prey"	1
"H_0622_Diptera_Diptera"	0.401110831486618	0.598889168513382	1	0.0047	0	"prey"	1
"H_0630_Hymenoptera_Hymenoptera"	0	1	1	0.0047	0	"prey"	1
"H_0648_Lepidoptera_Lepidoptera"	0.360790158883889	0.639209841116111	1	0.0047	0	"prey"	1
"H_0651_Hymenoptera_Formica"	0.337489530412978	0.662510469587022	1	0.0047	0	"prey"	1
"H_0655_Diptera_Cecidomyiidae"	0.297168857810249	0.702831142189751	1	0.0047	0	"prey"	1
"H_0656_Coleoptera_Coleoptera"	0.348833115703077	0.651166884296923	1	0.0047	0	"prey"	1
"H_0657_Diptera_Megaselia"	0.288141015436669	0.711858984563331	1	0.0047	0	"prey"	1
"H_0664_Diptera_Cecidomyiidae"	0	1	1	0.0047	0	"prey"	1
"H_0669_Hemiptera_Cicadellidae"	0.360790158883889	0.639209841116111	1	0.0047	0	"prey"	1
"H_0671_Diptera_Cecidomyiidae"	0.348833115703077	0.651166884296923	1	0.0047	0	"prey"	1
"H_0694_Diptera_Cecidomyiidae"	0.41345516856593	0.58654483143407	1	0.0047	0	"prey"	2
"H_0704_Hemiptera_Cacopsylla"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_0705_Diptera_Cecidomyiidae"	0.297168857810249	0.702831142189751	1	0.0047	0	"prey"	1
"H_0716_Coleoptera_Coleoptera"	0.0962759817489376	0.903724018251062	1	0.0047	0	"prey"	2
"H_0717_Hemiptera_Hemiptera"	0.41345516856593	0.58654483143407	2	0.0095	0.0101	"prey"	2
"H_0726_Diptera_Diptera"	0.540128534041966	0.459871465958034	1	0.0047	0	"prey"	1
"H_0757_Coleoptera_Monotoma"	0.0864351590033368	0.913564840996663	2	0.0095	0.0065	"prey"	2
"H_0763_Hymenoptera_Formica.cunicularia"	0.337489530412978	0.662510469587022	1	0.0047	0	"prey"	1
"H_0778_Hemiptera_Miridae"	0	1	1	0.0047	0	"prey"	1
"H_0796_Diptera_Cecidomyiidae"	0	1	1	0.0047	0	"prey"	1
"H_0797_Diptera_Cecidomyiidae"	0.226742360486847	0.773257639513153	1	0.0047	0	"prey"	1
"H_0812_Thysanoptera_Phlaeothripidae"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0822_Diptera_Cecidomyiidae"	0.540128534041966	0.459871465958034	1	0.0047	0	"prey"	1
"H_0823_Hymenoptera_Formicidae"	0.348833115703077	0.651166884296923	1	0.0047	0	"prey"	1
"H_0833_Diptera_Homoneura"	0	1	1	0.0047	0	"prey"	1
"H_0841_Hemiptera_Bemisia"	0	1	1	0.0047	0	"prey"	1
"H_0849_Diptera_Diptera"	0.288141015436669	0.711858984563331	1	0.0047	0	"prey"	1
"H_0850_Hemiptera_Aphididae"	0	1	1	0.0047	0	"prey"	1
"H_0861_Diptera_Cecidomyiidae"	0.297168857810249	0.702831142189751	1	0.0047	0	"prey"	1
"H_0862_Hymenoptera_Ceraphronidae"	0.348833115703077	0.651166884296923	1	0.0047	0	"prey"	1
"H_0880_Hymenoptera_Eulophidae"	1	0	1	0.0047	0	"prey"	1
"H_0904_Hymenoptera_Braconidae"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0942_Diptera_Sciaridae"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0943_Diptera_Sphaeroceridae"	0	1	1	0.0047	0	"prey"	1
"H_0962_Diptera_Diptera"	0.126176810071017	0.873823189928983	1	0.0047	0	"prey"	1
"H_0992_Diptera_Cecidomyiidae"	0	1	1	0.0047	0	"prey"	1
"H_0993_Hemiptera_Hemiptera"	0	1	1	0.0047	0	"prey"	1
"H_1034_Hymenoptera_Pteromalidae"	0.644070507718334	0.355929492281666	1	0.0047	0	"prey"	1
"H_1035_Coleoptera_Coleoptera"	0.288141015436669	0.711858984563331	1	0.0047	0	"prey"	1
"H_1036_Hymenoptera_Ichneumonidae"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_1061_Diptera_Cecidomyiidae"	0	1	1	0.0047	0	"prey"	1
"H_1085_Coleoptera_Cortinicara"	0.540128534041966	0.459871465958034	1	0.0047	0	"prey"	1
"H_1088_Diptera_Diptera"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_1109_Diptera_Cecidomyiidae"	0.348833115703077	0.651166884296923	1	0.0047	0	"prey"	1
"H_1130_Diptera_Cecidomyiidae"	0.0912530321207692	0.908746967879231	2	0.0095	0.0093	"prey"	2
"H_1194_Orthoptera_Conocephalus.maculatus"	0.355651516050557	0.644348483949443	2	0.0095	0.0113	"prey"	2
"H_1196_Hemiptera_Acyrthosiphon.pisum"	0.213717478840449	0.786282521159551	13	0.0616	0.0519	"prey"	38
"H_1198_Hemiptera_Aphis"	0.288141015436669	0.711858984563331	1	0.0047	0	"prey"	1
"H_1205_Hemiptera_Aphididae"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_1219_Diptera_Forcipomyia"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_1220_Hemiptera_Cicadellidae"	0.148534360661617	0.851465639338383	1	0.0047	0	"prey"	1
"H_1222_Hemiptera_Aphididae"	0.41345516856593	0.58654483143407	2	0.0095	0.0022	"prey"	2
"H_1223_Hymenoptera_Nylanderia"	0.297168857810249	0.702831142189751	1	0.0047	0	"prey"	1
