"rownames(output.data)"	"dprime"	"dprime.hosei"	"degree"	"degree.st"	"betweenness"	"class"	"individuals"
"H_0002_Orthoptera_Conocephalus.maculatus"	0.129392836771954	0.870607163228046	6	0.0163	0.0148	"prey"	10
"H_0004_Orthoptera_Acrididae"	0.153900849405042	0.846099150594958	6	0.0163	0.0345	"prey"	7
"H_0005_Diptera_Diptera"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_0006_Hymenoptera_Hymenoptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0011_Diptera_Diptera"	0.206677481817133	0.793322518182867	6	0.0163	0.0024	"prey"	11
"H_0012_Diptera_Diptera"	0.0578483169726198	0.94215168302738	2	0.0054	0.0082	"prey"	2
"H_0013_Diptera_Diptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0014_Hemiptera_Nysius"	0.275526742168672	0.724473257831328	6	0.0163	0.0027	"prey"	11
"H_0015_Diptera_Diptera"	0.0565220899450843	0.943477910054916	3	0.0082	0.0223	"prey"	3
"H_0016_Hemiptera_Adelphocoris"	0.315139372667045	0.684860627332955	1	0.0027	0	"prey"	2
"H_0017_Hemiptera_Bothrogonia"	0.165959605699573	0.834040394300427	6	0.0163	0.0426	"prey"	6
"H_0020_Hymenoptera_Lasius"	0.12451791078287	0.87548208921713	7	0.019	0.0161	"prey"	24
"H_0026_Hemiptera_Pentatomidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0029_Hemiptera_Rhopalidae"	0.293829355651116	0.706170644348884	5	0.0136	0.0021	"prey"	7
"H_0030_Diptera_Chironomidae"	0.153197106066546	0.846802893933454	7	0.019	0.0112	"prey"	28
"H_0031_Diptera_Diptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0033_Hemiptera_Coreidae"	0.111163737152269	0.888836262847731	5	0.0136	0.0198	"prey"	6
"H_0036_Diptera_Chironomus"	0.058766453838181	0.941233546161819	8	0.0217	0.0012	"prey"	19
"H_0037_Hymenoptera_Formicidae"	0.353786607979208	0.646213392020792	1	0.0027	0	"prey"	6
"H_0039_Blattodea_Blattella.bisignata"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0040_Lepidoptera_Lepidoptera"	0.372568404133535	0.627431595866465	4	0.0109	0.0158	"prey"	4
"H_0042_Diptera_Chironomus"	0.413644865815371	0.586355134184629	3	0.0082	0.0083	"prey"	3
"H_0043_Orthoptera_Conocephalus"	0.106102718210038	0.893897281789962	11	0.0299	0.0136	"prey"	28
"H_0044_Diptera_Diptera"	0.116849496491565	0.883150503508435	3	0.0082	0	"prey"	8
"H_0046_Collembola_Homidia"	0.161425864897808	0.838574135102192	8	0.0217	0.0055	"prey"	38
"H_0048_Hemiptera_Tropidocephala"	0.127502348174697	0.872497651825303	5	0.0136	0.0397	"prey"	11
"H_0052_Diptera_Drosophila"	0.120950712663174	0.879049287336826	2	0.0054	0	"prey"	3
"H_0055_Diptera_Homoneura"	0.103244066316313	0.896755933683687	1	0.0027	0	"prey"	2
"H_0058_Lepidoptera_Lepidoptera"	0.334498665117905	0.665501334882095	2	0.0054	5e-04	"prey"	2
"H_0060_Orthoptera_Acrida"	0.209853537207441	0.79014646279256	4	0.0109	0.0083	"prey"	5
"H_0064_Orthoptera_Tetrigidae"	0.426347221543127	0.573652778456873	2	0.0054	5e-04	"prey"	2
"H_0065_Diptera_Chironomidae"	0.0616024238144961	0.938397576185504	3	0.0082	0.0177	"prey"	3
"H_0067_Coleoptera_Hydrophilidae"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0068_Coleoptera_Chrysomelidae"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0071_Hemiptera_Orius"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0072_Diptera_Rivellia"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0074_Diptera_Scaptomyza"	0.292195777519385	0.707804222480615	2	0.0054	0.002	"prey"	2
"H_0079_Hemiptera_Nysius"	0.12971219049509	0.87028780950491	5	0.0136	0.0537	"prey"	5
"H_0081_Hymenoptera_Formicidae"	0.403556217304456	0.596443782695544	2	0.0054	7e-04	"prey"	2
"H_0088_Coleoptera_Popillia"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0089_Diptera_Bradysia"	0.339768161460324	0.660231838539676	1	0.0027	0	"prey"	1
"H_0090_Diptera_Coboldia"	0.116294142613568	0.883705857386432	8	0.0217	0.0113	"prey"	20
"H_0093_Hymenoptera_Trichogramma"	0.181215237089136	0.818784762910864	3	0.0082	0.0063	"prey"	3
"H_0098_Hymenoptera_Hymenoptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0105_Diptera_Sciaridae"	0.123262353926237	0.876737646073763	7	0.019	3e-04	"prey"	40
"H_0106_Hemiptera_Rhopalosiphum.padi"	0.29760856412909	0.70239143587091	2	0.0054	0.0023	"prey"	2
"H_0110_Diptera_Rivellia"	0.711944463038286	0.288055536961714	1	0.0027	0	"prey"	1
"H_0112_Diptera_Diptera"	0.159694864345305	0.840305135654695	4	0.0109	0.0057	"prey"	5
"H_0113_Diptera_Limoniidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0115_Orthoptera_Gryllidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0118_Orthoptera_Tettigoniidae"	0.105947653175366	0.894052346824634	2	0.0054	0.0034	"prey"	2
"H_0119_Coleoptera_Elateridae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0120_Hymenoptera_Lasius"	0.0652352901567705	0.934764709843229	2	0.0054	0.0053	"prey"	2
"H_0121_Hemiptera_Pentatomidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0123_Lepidoptera_Lepidoptera"	0.371272055861678	0.628727944138322	3	0.0082	0.0032	"prey"	4
"H_0125_Hemiptera_Cicadellidae"	0.14475579336903	0.85524420663097	4	0.0109	0.0011	"prey"	8
"H_0128_Hemiptera_Cicadellidae"	0.240035966549159	0.759964033450841	1	0.0027	0	"prey"	4
"H_0129_Diptera_Cecidomyiidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0132_Hemiptera_Cicadellidae"	0.252853608553984	0.747146391446016	4	0.0109	0.0043	"prey"	15
"H_0135_Coleoptera_Chrysomelidae"	0.0578483169726198	0.94215168302738	2	0.0054	0.0082	"prey"	2
"H_0136_Lepidoptera_Lepidoptera"	0.53001923513102	0.46998076486898	2	0.0054	7e-04	"prey"	2
"H_0137_Diptera_Austrosciara"	0.194146768044151	0.805853231955849	8	0.0217	0.0254	"prey"	32
"H_0140_Orthoptera_Polionemobius"	0.240035966549159	0.759964033450841	1	0.0027	0	"prey"	4
"H_0141_Diptera_Cecidomyiidae"	0.627823698422038	0.372176301577962	1	0.0027	0	"prey"	1
"H_0144_Lepidoptera_Lepidoptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0145_Diptera_Phoridae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0146_Lepidoptera_Lepidoptera"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0147_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0148_Diptera_Diptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0155_Hemiptera_Hemiptera"	0.310976600439019	0.689023399560981	2	0.0054	0.0011	"prey"	2
"H_0157_Hemiptera_Aphrophora"	0.123228927154457	0.876771072845543	3	0.0082	0.003	"prey"	5
"H_0160_Orthoptera_Atractomorpha"	0.156550294319793	0.843449705680206	4	0.0109	0.0175	"prey"	8
"H_0161_Hemiptera_Aphrophoridae"	0	1	2	0.0054	0.013	"prey"	2
"H_0166_Diptera_Diptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0169_Hymenoptera_Ichneumonidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0171_Diptera_Diptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0173_Diptera_Drosophilidae"	0.206035727645017	0.793964272354983	3	0.0082	0.0094	"prey"	3
"H_0174_Diptera_Diptera"	0.115927189739296	0.884072810260704	2	0.0054	0	"prey"	4
"H_0177_Diptera_Diptera"	0.0616024238144961	0.938397576185504	3	0.0082	0.0177	"prey"	3
"H_0181_Diptera_Sciaridae"	0	1	1	0.0027	0	"prey"	1
"H_0182_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0183_Hymenoptera_Formicidae"	0.268433109321165	0.731566890678835	2	0.0054	0.0054	"prey"	2
"H_0184_Diptera_Melanostoma"	0.482463615616243	0.517536384383757	2	0.0054	0.0024	"prey"	2
"H_0185_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0189_Diptera_Phoridae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0193_Diptera_Pipunculidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0196_Diptera_Cecidomyiidae"	0.0330799477289738	0.966920052271026	3	0.0082	0.0218	"prey"	3
"H_0197_Diptera_Sciara"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0199_Hemiptera_Cicadellidae"	0.249527147497459	0.750472852502541	7	0.019	0.0035	"prey"	22
"H_0203_Ephemeroptera_Cloeon"	0.0926237319918927	0.907376268008107	3	0.0082	0	"prey"	9
"H_0206_Collembola_Homidia"	0.183654726762692	0.816345273237308	2	0.0054	0	"prey"	3
"H_0209_Diptera_Drosophilidae"	0.570827178204569	0.429172821795431	1	0.0027	0	"prey"	1
"H_0211_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0213_Diptera_Diptera"	0.179167359738082	0.820832640261918	3	0.0082	0.0204	"prey"	3
"H_0217_Hemiptera_Creontiades"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0222_Coleoptera_Coleoptera"	0.235001487120104	0.764998512879896	1	0.0027	0	"prey"	7
"H_0225_Hymenoptera_Eulophidae"	0.239547925791715	0.760452074208285	2	0.0054	0	"prey"	7
"H_0227_Hemiptera_Cicadellidae"	0.150769402712754	0.849230597287246	1	0.0027	0	"prey"	2
"H_0229_Orthoptera_Tettigoniidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0230_Diptera_Diptera"	0.150769402712754	0.849230597287246	1	0.0027	0	"prey"	2
"H_0231_Diptera_Cecidomyiidae"	0.106956723774861	0.893043276225139	5	0.0136	0.0158	"prey"	7
"H_0236_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0240_Lepidoptera_Lepidoptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0241_Diptera_Diptera"	0.0652352901567705	0.934764709843229	2	0.0054	0.0053	"prey"	2
"H_0243_Coleoptera_Coleoptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0244_Hymenoptera_Formicidae"	0.170986409291325	0.829013590708675	4	0.0109	0.0187	"prey"	4
"H_0246_Diptera_Diptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0255_Hymenoptera_Formica"	0.172215497387558	0.827784502612442	2	0.0054	0	"prey"	5
"H_0256_Diptera_Minettia"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0261_Collembola_Tomocerus"	0.0652352901567705	0.934764709843229	2	0.0054	0.0053	"prey"	2
"H_0262_Hemiptera_Hemiptera"	0.150769402712754	0.849230597287246	1	0.0027	0	"prey"	2
"H_0264_Diptera_Aplomya"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0269_Hemiptera_Bemisia"	0.0821849849771458	0.917815015022854	2	0.0054	0.0054	"prey"	2
"H_0270_Diptera_Chrysotus"	0.09932093893117	0.90067906106883	2	0.0054	0.0071	"prey"	2
"H_0272_Diptera_Tipulidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0277_Diptera_Bradysia"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0282_Diptera_Sciaridae"	0.233714646629854	0.766285353370146	1	0.0027	0	"prey"	2
"H_0290_Collembola_Homidia"	0.140033301949766	0.859966698050235	2	0.0054	0.003	"prey"	2
"H_0291_Diptera_Cecidomyiidae"	0.570827178204569	0.429172821795431	1	0.0027	0	"prey"	1
"H_0295_Diptera_Diptera"	0.165624128507674	0.834375871492326	3	0.0082	8e-04	"prey"	6
"H_0298_Diptera_Megaselia"	0	1	1	0.0027	0	"prey"	1
"H_0299_Diptera_Bradysia"	0	1	1	0.0027	0	"prey"	1
"H_0302_Lepidoptera_Mythimna"	0.334498665117905	0.665501334882095	2	0.0054	5e-04	"prey"	2
"H_0307_Diptera_Cecidomyiidae"	0.213380971122093	0.786619028877907	7	0.019	0.0126	"prey"	23
"H_0312_Orthoptera_Acrididae"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0316_Hemiptera_Delphacidae"	0.148150287712385	0.851849712287615	5	0.0136	0.003	"prey"	8
"H_0317_Hemiptera_Cicadellidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0318_Coleoptera_Coleoptera"	0.120954711067956	0.879045288932044	2	0.0054	0	"prey"	5
"H_0321_Diptera_Bradysia"	0.103244066316313	0.896755933683687	1	0.0027	0	"prey"	2
"H_0328_Hymenoptera_Ichneumonidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0329_Diptera_Diptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0332_Lepidoptera_Lepidoptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0336_Diptera_Bradysia"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0339_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0340_Diptera_Cecidomyiidae"	0.103244066316313	0.896755933683687	1	0.0027	0	"prey"	2
"H_0344_Diptera_Dolichopodidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0357_Hemiptera_Hemiptera"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_0359_Orthoptera_Gonista"	0.0703082658697686	0.929691734130231	3	0.0082	0.0054	"prey"	4
"H_0360_Diptera_Cecidomyiidae"	0.151537399461175	0.848462600538825	1	0.0027	0	"prey"	3
"H_0362_Hemiptera_Cicadellidae"	0.356151121275423	0.643848878724577	4	0.0109	0.0157	"prey"	4
"H_0365_Coleoptera_Coleoptera"	0.0969774880943546	0.903022511905645	2	0.0054	0	"prey"	5
"H_0368_Diptera_Megaselia"	0.151860637882996	0.848139362117004	2	0.0054	0	"prey"	5
"H_0375_Diptera_Phoridae"	0.103244066316313	0.896755933683687	1	0.0027	0	"prey"	2
"H_0377_Diptera_Sciaridae"	0.0567673138224439	0.943232686177556	6	0.0163	0.0085	"prey"	17
"H_0382_Diptera_Diptera"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0383_Hymenoptera_Hymenoptera"	0	1	1	0.0027	0	"prey"	1
"H_0392_Hemiptera_Cicadellidae"	0.240563525937814	0.759436474062186	2	0.0054	0	"prey"	3
"H_0397_Neuroptera_Neuroptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0401_Lepidoptera_Crambidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0405_Hemiptera_Bemisia.tabaci"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0411_Diptera_Sepsis"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0412_Hymenoptera_Formicidae"	0.190429617761928	0.809570382238072	3	0.0082	0.0175	"prey"	3
"H_0413_Hymenoptera_Formica"	0.221272056792227	0.778727943207773	2	0.0054	0	"prey"	5
"H_0416_Hymenoptera_Halictidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0421_Diptera_Bradysia"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0424_Hymenoptera_Ceraphronidae"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0425_Diptera_Cecidomyiidae"	0.233714646629854	0.766285353370146	1	0.0027	0	"prey"	2
"H_0426_Diptera_Cecidomyiidae"	0.311380330425102	0.688619669574898	2	0.0054	0	"prey"	3
"H_0439_Diptera_Diptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0440_Coleoptera_Coleoptera"	0	1	1	0.0027	0	"prey"	1
"H_0442_Hemiptera_Aleyrodidae"	0.21002976592053	0.78997023407947	1	0.0027	0	"prey"	5
"H_0444_Hemiptera_Cicadellidae"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0446_Diptera_Sciaridae"	0.21002976592053	0.78997023407947	1	0.0027	0	"prey"	5
"H_0455_Hemiptera_Rhopalidae"	0.711944463038286	0.288055536961714	1	0.0027	0	"prey"	1
"H_0456_Hemiptera_Eysarcoris"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0457_Hemiptera_Empoascanara"	0.429319203309929	0.570680796690071	2	0.0054	0	"prey"	3
"H_0465_Diptera_Forcipomyia"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0471_Lepidoptera_Lepidoptera"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0474_Coleoptera_Coleoptera"	0.190027169830248	0.809972830169752	1	0.0027	0	"prey"	4
"H_0479_Hemiptera_Hyperomyzus.carduellinus"	0	1	1	0.0027	0	"prey"	1
"H_0480_Diptera_Diptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0484_Hymenoptera_Ceraphronidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0487_Collembola_Homidia"	0.270891601789279	0.729108398210721	1	0.0027	0	"prey"	3
"H_0489_Coleoptera_Sericoderus"	0.103244066316313	0.896755933683687	1	0.0027	0	"prey"	2
"H_0495_Coleoptera_Staphylinidae"	0	1	1	0.0027	0	"prey"	1
"H_0502_Hemiptera_Bemisia"	0.343310885093236	0.656689114906764	2	0.0054	0	"prey"	3
"H_0506_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0508_Diptera_Cecidomyiidae"	0.627823698422038	0.372176301577962	1	0.0027	0	"prey"	1
"H_0511_Hemiptera_Dictyopharidae"	0.108770828470909	0.891229171529091	2	0.0054	0	"prey"	3
"H_0514_Coleoptera_Coleoptera"	0.151537399461175	0.848462600538825	1	0.0027	0	"prey"	3
"H_0515_Diptera_Culicoides"	0	1	1	0.0027	0	"prey"	1
"H_0516_Hemiptera_Greenidea"	0	1	1	0.0027	0	"prey"	1
"H_0518_Diptera_Diptera"	0	1	2	0.0054	0.013	"prey"	2
"H_0524_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0525_Lepidoptera_Lepidoptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0527_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0531_Hemiptera_Hemiptera"	0	1	1	0.0027	0	"prey"	1
"H_0533_Hymenoptera_Formica"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_0534_Diptera_Cecidomyiidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0535_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0536_Lepidoptera_Lepidoptera"	0	1	1	0.0027	0	"prey"	1
"H_0538_Diptera_Cecidomyiidae"	0	1	1	0.0027	0	"prey"	1
"H_0539_Coleoptera_Staphylinidae"	0	1	1	0.0027	0	"prey"	1
"H_0540_Diptera_Pseudolycoriella"	0.224909805183267	0.775090194816733	3	0.0082	0.0184	"prey"	3
"H_0545_Hemiptera_Bothrogonia"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0553_Diptera_Diptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0556_Hymenoptera_Lasius"	0.150215316689058	0.849784683310942	3	0.0082	0.0024	"prey"	6
"H_0557_Neuroptera_Neuroptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0558_Diptera_Dolichopus.bigeniculatus"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0560_Lepidoptera_Lepidoptera"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0562_Hymenoptera_Argidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0565_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0566_Diptera_Megaselia"	0.0652352901567705	0.934764709843229	2	0.0054	0.0053	"prey"	2
"H_0571_Lepidoptera_Noctuidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0578_Hymenoptera_Lasius"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0587_Diptera_Diptera"	0.340668413346292	0.659331586653708	2	0.0054	0.0029	"prey"	2
"H_0591_Diptera_Lestodiplosis"	0.339768161460324	0.660231838539676	1	0.0027	0	"prey"	1
"H_0594_Diptera_Cecidomyiidae"	0	1	1	0.0027	0	"prey"	1
"H_0599_Diptera_Chironomus"	0.0414726219585502	0.95852737804145	2	0.0054	0.0094	"prey"	2
"H_0600_Hymenoptera_Ichneumonidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0612_Hymenoptera_Formica"	0.0578483169726198	0.94215168302738	2	0.0054	0.0082	"prey"	2
"H_0613_Isopoda_Armadillidium.vulgare"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0620_Lepidoptera_Lepidoptera"	0.385645251955809	0.614354748044191	2	0.0054	0.0013	"prey"	3
"H_0621_Collembola_Collembola"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0628_Orthoptera_Ruspolia"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0629_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0634_Coleoptera_Coleoptera"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0635_Coleoptera_Coleoptera"	0.0652352901567705	0.934764709843229	2	0.0054	0.0053	"prey"	2
"H_0636_Hymenoptera_Ceraphron"	0.1731097471958	0.8268902528042	2	0.0054	0	"prey"	4
"H_0637_Diptera_Phoridae"	0	1	1	0.0027	0	"prey"	1
"H_0646_Diptera_Diptera"	0.4929143989687	0.5070856010313	1	0.0027	0	"prey"	1
"H_0647_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0651_Hymenoptera_Formica"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_0652_Diptera_Cecidomyiidae"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0654_Diptera_Cecidomyiidae"	0.0340856487743995	0.965914351225601	2	0.0054	0.0139	"prey"	2
"H_0655_Diptera_Cecidomyiidae"	0.103244066316313	0.896755933683687	1	0.0027	0	"prey"	2
"H_0656_Coleoptera_Coleoptera"	0	1	1	0.0027	0	"prey"	1
"H_0658_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0663_Lepidoptera_Pyralidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0666_Diptera_Cecidomyiidae"	0.233714646629854	0.766285353370146	1	0.0027	0	"prey"	2
"H_0671_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0672_Diptera_Medetera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0673_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0680_Diptera_Cecidomyiidae"	0	1	1	0.0027	0	"prey"	1
"H_0681_Diptera_Diptera"	0	1	2	0.0054	0.013	"prey"	2
"H_0682_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0683_Hymenoptera_Formica"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_0684_Coleoptera_Coleoptera"	1	0	1	0.0027	0	"prey"	1
"H_0685_Hymenoptera_Ceraphronidae"	0.0414726219585502	0.95852737804145	2	0.0054	0.0094	"prey"	2
"H_0692_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0693_Diptera_Drosophilidae"	0	1	1	0.0027	0	"prey"	1
"H_0710_Coleoptera_Coleoptera"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
