"rownames(output.data)"	"dprime"	"dprime.hosei"	"degree"	"degree.st"	"betweenness"	"class"	"individuals"
"H_0092_Diptera_Rhopalomyia"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0094_Diptera_Phoridae"	0.233738811972334	0.766261188027666	1	0.0061	0	"prey"	1
"H_0099_Lepidoptera_Lycaena"	0.484723208060362	0.515276791939638	1	0.0061	0	"prey"	2
"H_0115_Orthoptera_Gryllidae"	0.355274519209359	0.644725480790641	1	0.0061	0	"prey"	1
"H_0118_Orthoptera_Tettigoniidae"	0.167351528442619	0.832648471557381	2	0.0122	0	"prey"	3
"H_0125_Hemiptera_Cicadellidae"	0.097913981505662	0.902086018494338	9	0.0549	0.1269	"prey"	11
"H_0132_Hemiptera_Cicadellidae"	0.0992336595663076	0.900766340433692	3	0.0183	0	"prey"	5
"H_0135_Coleoptera_Chrysomelidae"	0	1	1	0.0061	0	"prey"	1
"H_0137_Diptera_Austrosciara"	0.22497162144724	0.77502837855276	1	0.0061	0	"prey"	2
"H_0153_Diptera_Diptera"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0155_Hemiptera_Hemiptera"	0.344277899608303	0.655722100391697	2	0.0122	0.0029	"prey"	2
"H_0157_Hemiptera_Aphrophora"	0.156822257190842	0.843177742809158	2	0.0122	0	"prey"	3
"H_0167_Diptera_Diptera"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0176_Lepidoptera_Lepidoptera"	0.463749807331014	0.536250192668986	2	0.0122	0.0236	"prey"	2
"H_0180_Hemiptera_Bemisia"	0.111584275680184	0.888415724319816	4	0.0244	0.0352	"prey"	5
"H_0181_Diptera_Sciaridae"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
"H_0186_Hemiptera_Aphis.spiraecola"	0.360900457187179	0.639099542812821	3	0.0183	0.0124	"prey"	3
"H_0188_Lepidoptera_Lepidoptera"	0.285828559572735	0.714171440427265	2	0.0122	0.0096	"prey"	2
"H_0199_Hemiptera_Cicadellidae"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0203_Ephemeroptera_Cloeon"	0.264957097900844	0.735042902099156	5	0.0305	0.0071	"prey"	8
"H_0225_Hymenoptera_Eulophidae"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0227_Hemiptera_Cicadellidae"	0.279027662693761	0.720972337306239	7	0.0427	0.0276	"prey"	10
"H_0229_Orthoptera_Tettigoniidae"	0	1	1	0.0061	0	"prey"	1
"H_0237_Hymenoptera_Pheidole"	0.369070246428543	0.630929753571457	1	0.0061	0	"prey"	1
"H_0249_Lepidoptera_Erebidae"	0.233738811972334	0.766261188027666	1	0.0061	0	"prey"	1
"H_0255_Hymenoptera_Formica"	0.180661326223966	0.819338673776034	1	0.0061	0	"prey"	3
"H_0265_Coleoptera_Scymnus"	0.454335415338966	0.545664584661034	1	0.0061	0	"prey"	1
"H_0268_Hemiptera_Aphis"	0.411473422507386	0.588526577492614	4	0.0244	0.0176	"prey"	9
"H_0271_Diptera_Diptera"	1	0	1	0.0061	0	"prey"	1
"H_0273_Hemiptera_Hemiptera"	0.261378695319324	0.738621304680676	3	0.0183	0.0016	"prey"	4
"H_0285_Diptera_Cecidomyiidae"	0.497453649463013	0.502546350536987	2	0.0122	8e-04	"prey"	2
"H_0294_Diptera_Cecidomyiidae"	0.233738811972334	0.766261188027666	1	0.0061	0	"prey"	1
"H_0307_Diptera_Cecidomyiidae"	0	1	2	0.0122	0.0227	"prey"	2
"H_0309_Hemiptera_Geisha.distinctissima"	0.75	0.25	1	0.0061	0	"prey"	1
"H_0316_Hemiptera_Delphacidae"	0.239319129499221	0.760680870500779	5	0.0305	0.078	"prey"	5
"H_0317_Hemiptera_Cicadellidae"	0.344277899608303	0.655722100391697	2	0.0122	0.0029	"prey"	2
"H_0322_Diptera_Dolichopodidae"	0.233738811972334	0.766261188027666	1	0.0061	0	"prey"	1
"H_0323_Diptera_Dohrniphora"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0332_Lepidoptera_Lepidoptera"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
"H_0352_Coleoptera_Atomaria"	0.454335415338966	0.545664584661034	1	0.0061	0	"prey"	1
"H_0359_Orthoptera_Gonista"	0.633756619820518	0.366243380179482	1	0.0061	0	"prey"	1
"H_0378_Hemiptera_Delphacidae"	0.526802684821407	0.473197315178593	1	0.0061	0	"prey"	1
"H_0397_Neuroptera_Neuroptera"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
"H_0400_Hemiptera_Aphididae"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0413_Hymenoptera_Formica"	0.180661326223966	0.819338673776034	1	0.0061	0	"prey"	3
"H_0418_Hymenoptera_Nylanderia"	0.0181572738495469	0.981842726150453	2	0.0122	0.0222	"prey"	2
"H_0426_Diptera_Cecidomyiidae"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0427_Orthoptera_Tettigoniidae"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
"H_0428_Diptera_Cecidomyiidae"	0.22497162144724	0.77502837855276	1	0.0061	0	"prey"	2
"H_0434_Lepidoptera_Geometridae"	0.22497162144724	0.77502837855276	1	0.0061	0	"prey"	2
"H_0443_Diptera_Pseudolycoriella"	0.22497162144724	0.77502837855276	1	0.0061	0	"prey"	2
"H_0457_Hemiptera_Empoascanara"	0.176460170094909	0.823539829905091	6	0.0366	0.0389	"prey"	9
"H_0473_Hemiptera_Cicadellidae"	0.454335415338966	0.545664584661034	1	0.0061	0	"prey"	1
"H_0474_Coleoptera_Coleoptera"	0.233738811972334	0.766261188027666	1	0.0061	0	"prey"	1
"H_0480_Diptera_Diptera"	0.356128908185218	0.643871091814782	1	0.0061	0	"prey"	2
"H_0486_Hemiptera_Cicadellidae"	0.416320620131802	0.583679379868198	1	0.0061	0	"prey"	1
"H_0488_Odonata_Ischnura"	0.592267561607136	0.407732438392864	1	0.0061	0	"prey"	1
"H_0497_Lepidoptera_Ostrinia"	0.355274519209359	0.644725480790641	1	0.0061	0	"prey"	1
"H_0504_Hemiptera_Ossoides.lineatus"	0.370237025294353	0.629762974705647	2	0.0122	0.0022	"prey"	2
"H_0505_Lepidoptera_Crambidae"	0.842267561607136	0.157732438392864	1	0.0061	0	"prey"	1
"H_0517_Odonata_Pantala.flavescens"	0.369070246428543	0.630929753571457	1	0.0061	0	"prey"	1
"H_0519_Diptera_Diptera"	0.369070246428543	0.630929753571457	1	0.0061	0	"prey"	1
"H_0522_Lepidoptera_Pelopidas.mathias"	0.108814933037066	0.891185066962934	1	0.0061	0	"prey"	2
"H_0533_Hymenoptera_Formica"	0	1	1	0.0061	0	"prey"	1
"H_0546_Diptera_Cecidomyiidae"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0549_Diptera_Mycetophilidae"	0.233738811972334	0.766261188027666	1	0.0061	0	"prey"	1
"H_0557_Neuroptera_Neuroptera"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
"H_0571_Lepidoptera_Noctuidae"	0	1	1	0.0061	0	"prey"	1
"H_0585_Lepidoptera_Lepidoptera"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
"H_0590_Hymenoptera_Braconidae"	0.369070246428543	0.630929753571457	1	0.0061	0	"prey"	1
"H_0591_Diptera_Lestodiplosis"	0.233738811972334	0.766261188027666	1	0.0061	0	"prey"	1
"H_0608_Neuroptera_Neuroptera"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
"H_0609_Coleoptera_Coleoptera"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0612_Hymenoptera_Formica"	0	1	1	0.0061	0	"prey"	1
"H_0617_Neuroptera_Mantispidae"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
"H_0620_Lepidoptera_Lepidoptera"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0639_Hymenoptera_Hymenoptera"	0.684535123214271	0.315464876785729	1	0.0061	0	"prey"	1
"H_0651_Hymenoptera_Formica"	0.180661326223966	0.819338673776034	1	0.0061	0	"prey"	3
"H_0663_Lepidoptera_Pyralidae"	0	1	1	0.0061	0	"prey"	1
"H_0665_Diptera_Cecidomyiidae"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
"H_0668_Diptera_Chironomidae"	0.355274519209359	0.644725480790641	1	0.0061	0	"prey"	1
"H_0684_Coleoptera_Coleoptera"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0698_Diptera_Lestodiplosis"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
"H_0707_Diptera_Diptera"	0.356128908185218	0.643871091814782	1	0.0061	0	"prey"	2
"H_0713_Strepsiptera_Halictophagidae"	0.369070246428543	0.630929753571457	1	0.0061	0	"prey"	1
"H_0725_Hymenoptera_Ceratobaeus"	0.684535123214271	0.315464876785729	1	0.0061	0	"prey"	1
"H_0730_Diptera_Cecidomyiidae"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0747_Hymenoptera_Formica"	0.108814933037066	0.891185066962934	1	0.0061	0	"prey"	2
"H_0763_Hymenoptera_Formica.cunicularia"	0.108814933037066	0.891185066962934	1	0.0061	0	"prey"	2
"H_0777_Lepidoptera_Noctuidae"	0.0748999634079072	0.925100036592093	2	0.0122	0	"prey"	3
"H_0799_Hemiptera_Aphididae"	0.233738811972334	0.766261188027666	1	0.0061	0	"prey"	1
"H_0808_Diptera_Cecidomyiidae"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0819_Hymenoptera_Ceraphron"	0.233738811972334	0.766261188027666	1	0.0061	0	"prey"	1
"H_0820_Hemiptera_Coreidae"	0.285610984203836	0.714389015796164	2	0.0122	0	"prey"	3
"H_0841_Hemiptera_Bemisia"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0844_Hymenoptera_Formica"	0	1	1	0.0061	0	"prey"	1
"H_0878_Hymenoptera_Formica"	0.180661326223966	0.819338673776034	1	0.0061	0	"prey"	3
"H_0895_Lepidoptera_Lepidoptera"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0898_Hemiptera_Aphididae"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
"H_0939_Hemiptera_Hemiptera"	0	1	1	0.0061	0	"prey"	1
"H_0941_Hymenoptera_Formica"	0.108814933037066	0.891185066962934	1	0.0061	0	"prey"	2
"H_0954_Hymenoptera_Ceraphron"	0.109780801248172	0.890219198751828	1	0.0061	0	"prey"	1
"H_0962_Diptera_Diptera"	0.261286169146333	0.738713830853667	1	0.0061	0	"prey"	2
"H_1018_Hymenoptera_Formica"	0	1	1	0.0061	0	"prey"	1
"H_1031_Lepidoptera_Lepidoptera"	0.434535123214271	0.565464876785729	1	0.0061	0	"prey"	1
"H_1053_Coleoptera_Coleoptera"	0.416320620131802	0.583679379868198	1	0.0061	0	"prey"	1
"H_1057_Lepidoptera_Lepidoptera"	0	1	1	0.0061	0	"prey"	1
"H_1080_Hymenoptera_Formica.cunicularia"	0.108814933037066	0.891185066962934	1	0.0061	0	"prey"	2
"H_1084_Hymenoptera_Formica"	0	1	1	0.0061	0	"prey"	1
"H_1097_Hymenoptera_Formica"	0	1	1	0.0061	0	"prey"	1
"H_1099_Hemiptera_Cicadellidae"	0	1	1	0.0061	0	"prey"	1
"H_1119_Hymenoptera_Formica"	0	1	1	0.0061	0	"prey"	1
"H_1142_Hymenoptera_Formica"	0	1	1	0.0061	0	"prey"	1
"H_1146_Hymenoptera_Formica"	0	1	1	0.0061	0	"prey"	1
"H_1167_Hymenoptera_Formica"	0	1	1	0.0061	0	"prey"	1
"H_1173_Hymenoptera_Formica"	0	1	1	0.0061	0	"prey"	1
"H_1204_Diptera_Megaselia"	0.454335415338966	0.545664584661034	1	0.0061	0	"prey"	1
"H_1214_Neuroptera_Neuroptera"	0.14410202887558	0.85589797112442	1	0.0061	0	"prey"	1
