node_name	degree.z	c.score
H_0154_Diptera_Cecidomyiidae	-0.00285991726864864	0.6667
H_0155_Hemiptera_Hemiptera	-0.012901629216982	0.8148
H_0157_Hemiptera_Aphrophora	-0.0409100247200921	0.6667
H_0158_Hemiptera_Cicadellidae	-0.176380083713418	0.5
H_0159_Diptera_Sciaridae	-0.122589057848354	0
H_0160_Orthoptera_Atractomorpha	0.0537724027778258	0.8
H_0161_Hemiptera_Aphrophoridae	-0.0699799884883314	0.5
H_0164_Diptera_Cecidomyiidae	-0.0848442123032428	0
H_0165_Diptera_Bradysia	0.250345925270658	0.8571
H_0166_Diptera_Diptera	-0.142426094350121	0
H_0167_Diptera_Diptera	-0.0848442123032428	0
H_0168_Coleoptera_Chrysomelidae	-0.384572675608626	0
H_0169_Hymenoptera_Ichneumonidae	-0.142426094350121	0
H_0170_Diptera_Exorista	-0.124775575396281	0
H_0171_Diptera_Diptera	-0.0662776127261574	0.5
H_0172_Hemiptera_Hemiptera	-0.0438520647859457	0.5
H_0173_Diptera_Drosophilidae	-0.0557826313662552	0.75
H_0174_Diptera_Diptera	-0.0611822549350276	0.75
H_0176_Lepidoptera_Lepidoptera	-0.176380083713418	0.5
H_0177_Diptera_Diptera	-0.00992516336934643	0.75
H_0178_Diptera_Drosophila	-0.694844887828889	0.625
H_0179_Hemiptera_Pseudoregma.panicola	-0.0438520647859457	0.5
H_0180_Hemiptera_Bemisia	0.0247469465088819	0.8333
H_0181_Diptera_Sciaridae	0.0977424824739259	0.7347
H_0182_Diptera_Diptera	0.0132285956616276	0.8
H_0183_Hymenoptera_Formicidae	-0.0699799884883314	0.5
H_0184_Diptera_Melanostoma	-0.149290280939363	0.8438
H_0185_Diptera_Diptera	-0.0662776127261574	0.5
H_0186_Hemiptera_Aphis.spiraecola	0.178987180349392	0.8571
H_0187_Diptera_Diptera	-0.012901629216982	0.8148
H_0188_Lepidoptera_Lepidoptera	-0.0699799884883314	0.5
H_0189_Diptera_Phoridae	-0.248164552201419	0.6667
H_0191_Coleoptera_Curculionidae	-0.0848442123032428	0
H_0192_Diptera_Melanagromyza	-0.122589057848354	0
H_0193_Diptera_Pipunculidae	-0.114912220614486	0.6667
H_0194_Diptera_Sciaridae	-0.0438520647859457	0.5
H_0195_Diptera_Tipulidae	0.0010227506180023	0.75
H_0196_Diptera_Cecidomyiidae	0.259875674227781	0.8595
H_0197_Diptera_Sciara	0.171007245287754	0.8571
H_0198_Hemiptera_Triozidae	-0.0699799884883314	0.5
H_0199_Hemiptera_Cicadellidae	0.469640708472278	0.88
H_0200_Coleoptera_Cantharidae	-0.0438520647859457	0.5
H_0201_Diptera_Trichocera	-0.106294284560819	0
H_0202_Hemiptera_Empoasca	-0.124775575396281	0
H_0203_Ephemeroptera_Cloeon	0.396264325950162	0.875
H_0204_Diptera_Cecidomyiidae	-0.0699799884883314	0.5
H_0205_Diptera_Diptera	-0.0459586149450665	0.8
H_0206_Collembola_Homidia	-0.0409100247200921	0.6667
H_0207_Coleoptera_Curculionidae	-0.0438520647859457	0.5
H_0208_Lepidoptera_Sesamia	-0.124775575396281	0
H_0209_Diptera_Drosophilidae	-0.0438520647859457	0.5
H_0210_Neuroptera_Chrysoperla	-0.0848442123032428	0
H_0211_Diptera_Diptera	-0.122589057848354	0
H_0212_Diptera_Cecidomyiidae	-0.0438520647859457	0.5
H_0213_Diptera_Diptera	-0.135593105531683	0.4444
H_0214_Coleoptera_Rhinoncus	-0.106294284560819	0
H_0215_Hemiptera_Cicadellidae	0.0137557309431648	0.75
H_0216_Hymenoptera_Hymenoptera	-0.106294284560819	0
H_0217_Hemiptera_Creontiades	-0.0438520647859457	0.5
H_0218_Coleoptera_Chaetocnema	-0.0848442123032428	0
H_0219_Lepidoptera_Eurema.hecabe	-0.124775575396281	0
H_0220_Hymenoptera_Hymenoptera	-0.261725285510233	0
H_0222_Coleoptera_Coleoptera	-0.39812181885721	0.4444
H_0223_Hemiptera_Cicadellidae	-0.114912220614486	0.6667
H_0224_Diptera_Cecidomyiidae	-0.124775575396281	0
H_0225_Hymenoptera_Eulophidae	-0.00285991726864864	0.6667
H_0226_Hemiptera_Aphididae	0.0954525079628304	0.8571
H_0227_Hemiptera_Cicadellidae	0.123487022505399	0.84
H_0228_Diptera_Diptera	-0.0848442123032428	0
H_0229_Orthoptera_Tettigoniidae	-0.694844887828889	0.75
H_0230_Diptera_Diptera	-0.142426094350121	0
H_0231_Diptera_Cecidomyiidae	0.22170855780671	0.7813
H_0232_Coleoptera_Chrysomelidae	-0.0409100247200921	0.6667
H_0234_Diptera_Diptera	-0.233171399110947	0
H_0235_Diptera_Diptera	-0.0262235928588582	0.8333
H_0236_Diptera_Diptera	-0.558456236106508	0.72
H_0237_Hymenoptera_Pheidole	-0.142426094350121	0
H_0238_Hemiptera_Hemiptera	-0.124775575396281	0
H_0239_Diptera_Cecidomyiidae	-0.0848442123032428	0
H_0240_Lepidoptera_Lepidoptera	-0.0662776127261574	0.5
H_0241_Diptera_Diptera	-0.135593105531683	0.6667
H_0243_Coleoptera_Coleoptera	-0.142426094350121	0
H_0244_Hymenoptera_Formicidae	-0.0611822549350276	0.625
H_0245_Diptera_Diptera	-0.0848442123032428	0
H_0246_Diptera_Diptera	-0.142426094350121	0
H_0247_Diptera_Cecidomyiidae	-0.00285991726864864	0.6667
H_0248_Diptera_Cecidomyiidae	-0.0828428000581866	0.5
H_0249_Lepidoptera_Erebidae	-0.122589057848354	0
H_0250_Hymenoptera_Eurytomidae	-0.124775575396281	0
H_0251_Lepidoptera_Inurois	-0.0848442123032428	0
H_0252_Hymenoptera_Lasius	-0.0848442123032428	0
H_0253_Diptera_Syrphidae	0.0429555259560968	0.8
H_0254_Diptera_Cecidomyiidae	-0.0848442123032428	0
H_0255_Hymenoptera_Formica	-0.0540921403629381	0.6667
H_0256_Diptera_Minettia	-0.174041809862716	0.5
H_0257_Diptera_Diptera	0.0624765471302057	0.8333
H_0258_Hemiptera_Aphididae	-0.0438520647859457	0.5
H_0259_Diptera_Cecidomyiidae	0.0132285956616276	0.8
H_0261_Collembola_Tomocerus	-0.0982591173565298	0.5
H_0262_Hemiptera_Hemiptera	-0.0982591173565298	0.5
H_0264_Diptera_Aplomya	-0.0438520647859457	0.5
H_0265_Coleoptera_Scymnus	-0.384572675608626	0
H_0266_Diptera_Cecidomyiidae	-0.261725285510233	0
H_0267_Coleoptera_Curculionidae	-1.10401084299603	0
H_0268_Hemiptera_Aphis	0.532652977672543	0.8876
H_0269_Hemiptera_Bemisia	-0.0409100247200921	0.6667
H_0270_Diptera_Chrysotus	-0.0540921403629381	0.6667
H_0271_Diptera_Diptera	-0.0438520647859457	0.5
H_0272_Diptera_Tipulidae	-0.142426094350121	0
H_0273_Hemiptera_Hemiptera	-0.162296725486209	0.75
H_0274_Diptera_Diptera	-0.0848442123032428	0
H_0275_Diptera_Cecidomyiidae	-0.0262235928588582	0.8333
H_0276_Diptera_Diptera	0.0429555259560968	0.8
H_0277_Diptera_Bradysia	-0.0828428000581866	0.5
H_0278_Diptera_Sciara	0.0010227506180023	0.75
H_0279_Hymenoptera_Aphidius	0.165000723473843	0.8333
H_0280_Hemiptera_Delphacidae	0.0010227506180023	0.75
H_0281_Hymenoptera_Hymenoptera	-0.0848442123032428	0
H_0282_Diptera_Sciaridae	-0.210003956128338	0.5
H_0283_Diptera_Diptera	-0.00285991726864864	0.6667
H_0285_Diptera_Cecidomyiidae	-0.365756412018323	0.5
H_0286_Lithobiomorpha_Lithobiidae	-0.0848442123032428	0
H_0287_Diptera_Mycetophilidae	-0.0848442123032428	0
H_0288_Diptera_Cecidomyiidae	-0.0828428000581866	0.5
H_0289_Diptera_Diptera	-0.558456236106508	0.72
H_0290_Collembola_Homidia	-0.0828428000581866	0.5
H_0291_Diptera_Cecidomyiidae	-0.187369737852963	0.6667
H_0292_Diptera_Ephydridae	-0.0662776127261574	0.5
H_0293_Diptera_Ensina.sonchi	-0.0699799884883314	0.5
H_0294_Diptera_Cecidomyiidae	0.0010227506180023	0.75
H_0295_Diptera_Diptera	0.396884617296478	0.8889
H_0296_Diptera_Sciaridae	-0.124775575396281	0
H_0298_Diptera_Megaselia	-0.0557826313662552	0.75
H_0299_Diptera_Bradysia	-0.0910348819166029	0.6667
H_0301_Diptera_Diptera	-0.0848442123032428	0
H_0302_Lepidoptera_Mythimna	-0.0828428000581866	0.5
H_0305_Hemiptera_Riptortus.pedestris	-0.32878086076086	0
H_0306_Diptera_Diptera	-0.00568968011978766	0.75
H_0307_Diptera_Cecidomyiidae	0.941818932839688	0.8516
H_0308_Diptera_Diptera	-0.488323796267308	0
H_0309_Hemiptera_Geisha.distinctissima	-0.147858975071237	0.75
H_0310_Diptera_Megaselia	-0.0438520647859457	0.5
H_0312_Orthoptera_Acrididae	-0.106294284560819	0
H_0313_Diptera_Diptera	-0.261725285510233	0
H_0314_Hemiptera_Delphacidae	-0.233171399110947	0
H_0315_Hymenoptera_Formicidae	-0.114912220614486	0.6667
H_0316_Hemiptera_Delphacidae	0.259875674227781	0.8099
H_0317_Hemiptera_Cicadellidae	-0.00992516336934643	0.75
H_0318_Coleoptera_Coleoptera	-0.0699799884883314	0.5
H_0320_Hymenoptera_Ichneumonidae	-0.0848442123032428	0
H_0321_Diptera_Bradysia	0.0878472195917352	0.8
H_0322_Diptera_Dolichopodidae	-0.122589057848354	0
H_0323_Diptera_Dohrniphora	-0.0848442123032428	0
H_0324_Diptera_Drosophilidae	-0.0848442123032428	0
H_0325_Hemiptera_Hemiptera	-0.830278087225996	0
H_0326_Diptera_Drosophilidae	-0.124775575396281	0
H_0327_Diptera_Sciaridae	-0.124775575396281	0
H_0328_Hymenoptera_Ichneumonidae	-0.142426094350121	0
H_0329_Diptera_Diptera	-0.142426094350121	0
H_0331_Diptera_Mycetophilidae	-0.0848442123032428	0
H_0332_Lepidoptera_Lepidoptera	-0.0438520647859457	0.5
H_0333_Diptera_Diptera	-0.0438520647859457	0.5
H_0334_Diptera_Diptera	-0.00285991726864864	0.6667
H_0335_Diptera_Sciaridae	-0.577350269189626	0
H_0336_Diptera_Bradysia	-0.0438520647859457	0.5
H_0337_Orthoptera_Loxoblemmus.equestris	-0.0828428000581866	0.5
H_0338_Diptera_Diptera	-0.0848442123032428	0
H_0339_Diptera_Diptera	-0.122589057848354	0
H_0340_Diptera_Cecidomyiidae	-0.122589057848354	0
H_0341_Lepidoptera_Noctuidae	-0.0828428000581866	0.5
H_0343_Diptera_Empididae	-0.488323796267308	0
H_0344_Diptera_Dolichopodidae	-0.0438520647859457	0.5
H_0345_Coleoptera_Carabidae	-0.0848442123032428	0
H_0346_Hemiptera_Miridae	-0.0828428000581866	0.5
H_0348_Diptera_Drosophilidae	0.0010227506180023	0.75
H_0349_Diptera_Mycetophilidae	-0.0848442123032428	0
H_0350_Hemiptera_Aphididae	-0.0828428000581866	0.5
H_0351_Diptera_Cecidomyiidae	-0.0848442123032428	0
H_0352_Coleoptera_Atomaria	-0.384572675608626	0
H_0353_Diptera_Cecidomyiidae	-0.210003956128338	0.5
H_0355_Diptera_Diptera	-0.233171399110947	0
H_0356_Hemiptera_Cicadellidae	-0.0438520647859457	0.5
H_0357_Hemiptera_Hemiptera	-0.0540921403629381	0.6667
H_0358_Hymenoptera_Aphaenogaster	-0.0848442123032428	0
H_0359_Orthoptera_Gonista	-0.00992516336934643	0.75
H_0360_Diptera_Cecidomyiidae	0.180735725626667	0.8438
H_0361_Hymenoptera_Braconidae	-0.0848442123032428	0
H_0362_Hemiptera_Cicadellidae	-0.0611822549350276	0.75
H_0363_Diptera_Diptera	-0.474705130491866	0
H_0364_Diptera_Diptera	-0.0409100247200921	0.6667
H_0365_Coleoptera_Coleoptera	-0.0699799884883314	0.5
H_0366_Diptera_Cecidomyiidae	-0.0848442123032428	0
H_0367_Diptera_Diptera	-0.0438520647859457	0.5
H_0368_Diptera_Megaselia	0.035238150231713	0.75
H_0369_Psocoptera_Peripsocus	-0.646053969522778	0
H_0370_Hymenoptera_Hymenoptera	0.035238150231713	0.75
H_0371_Hymenoptera_Tenthredinidae	-0.0438520647859457	0.5
H_0372_Diptera_Diptera	0.0010227506180023	0.75
H_0373_Diptera_Diptera	-0.0848442123032428	0
H_0374_Lepidoptera_Lepidoptera	-0.124775575396281	0
H_0375_Diptera_Phoridae	-0.0173709191283092	0.6667
H_0376_Diptera_Diptera	-0.0848442123032428	0
H_0377_Diptera_Sciaridae	0.23215393593036	0.8571
H_0378_Hemiptera_Delphacidae	-1.10401084299603	0
H_0379_Hemiptera_Aphididae	-0.0828428000581866	0.5
H_0381_Diptera_Diptera	-0.0699799884883314	0.5
H_0382_Diptera_Diptera	-0.284414806724993	0
H_0383_Hymenoptera_Hymenoptera	-0.122589057848354	0
H_0384_Diptera_Diptera	-0.0848442123032428	0
H_0386_Diptera_Cecidomyiidae	-0.694844887828889	0.625
H_0387_Diptera_Chironomus	-0.124775575396281	0
H_0388_Hymenoptera_Formicidae	-0.365756412018323	0.5
H_0389_Diptera_Mayetiola.destructor	-0.142426094350121	0
H_0391_Lepidoptera_Lepidoptera	-0.124775575396281	0
H_0392_Hemiptera_Cicadellidae	-0.0611822549350276	0.75
H_0393_Diptera_Diptera	-0.0848442123032428	0
H_0394_Hymenoptera_Eulophidae	-0.0438520647859457	0.5
H_0395_Hemiptera_Cicadellidae	-0.0848442123032428	0
H_0396_Coleoptera_Staphylinidae	-0.142426094350121	0
H_0397_Neuroptera_Neuroptera	-0.0409100247200921	0.6667
H_0398_Hemiptera_Aphididae	0.0796555216770275	0.8
H_0399_Coleoptera_Coleoptera	-0.0848442123032428	0
H_0400_Hemiptera_Aphididae	-0.0438520647859457	0.5
H_0401_Lepidoptera_Crambidae	-0.0262609408914963	0.6667
H_0403_Diptera_Cecidomyiidae	-0.866025403784439	0
H_0404_Diptera_Dasineura	-0.0409100247200921	0.6667
H_0405_Hemiptera_Bemisia.tabaci	-0.0662776127261574	0.5
H_0406_Diptera_Diptera	0.165000723473843	0.8333
H_0407_Diptera_Phoridae	-0.0848442123032428	0
H_0408_Diptera_Diptera	-0.233171399110947	0
H_0409_Hemiptera_Melanaphis	-0.0438520647859457	0.5
H_0410_Diptera_Cecidomyiidae	-0.261725285510233	0
H_0411_Diptera_Sepsis	-0.106294284560819	0
H_0412_Hymenoptera_Formicidae	-0.135593105531683	0.6667
H_0413_Hymenoptera_Formica	-0.0540921403629381	0.6667
H_0415_Hymenoptera_Hymenoptera	-0.00285991726864864	0.6667
H_0416_Hymenoptera_Halictidae	-0.0262609408914963	0.6667
H_0417_Coleoptera_Endomychidae	-0.0828428000581866	0.5
H_0418_Hymenoptera_Nylanderia	-0.0662776127261574	0.5
H_0420_Diptera_Culicidae	-0.0848442123032428	0
H_0421_Diptera_Bradysia	0.0796555216770275	0.8
H_0422_Diptera_Sciaridae	-0.488323796267308	0
H_0424_Hymenoptera_Ceraphronidae	-0.106294284560819	0
H_0425_Diptera_Cecidomyiidae	0.00334695788197529	0.8
H_0426_Diptera_Cecidomyiidae	-0.0611822549350276	0.625
H_0427_Orthoptera_Tettigoniidae	-0.124775575396281	0
H_0428_Diptera_Cecidomyiidae	-0.0848442123032428	0
H_0430_Diptera_Diptera	-0.0662776127261574	0.5
H_0431_Hemiptera_Aphididae	0.345674633139494	0.8642
H_0432_Diptera_Cecidomyiidae	-0.646053969522778	0
H_0433_Hemiptera_Cicadellidae	-0.0409100247200921	0.6667
H_0434_Lepidoptera_Geometridae	-0.0409100247200921	0.6667
H_0435_Diptera_Cecidomyiidae	-0.106294284560819	0
H_0438_Diptera_Dicranomyia	-0.233171399110947	0
H_0439_Diptera_Diptera	-0.142426094350121	0
H_0440_Coleoptera_Coleoptera	-0.122589057848354	0
H_0441_Hemiptera_Hemiptera	-0.646053969522778	0
H_0442_Hemiptera_Aleyrodidae	-0.122589057848354	0
H_0443_Diptera_Pseudolycoriella	-0.694844887828889	0.75
H_0444_Hemiptera_Cicadellidae	-0.106294284560819	0
H_0445_Lepidoptera_Noctuidae	-0.106294284560819	0
H_0446_Diptera_Sciaridae	-0.122589057848354	0
H_0448_Diptera_Boletina	0.553518724817331	0.75
H_0449_Diptera_Cecidomyiidae	-0.261725285510233	0
H_0450_Diptera_Cecidomyiidae	-0.646053969522778	0
H_0451_Diptera_Anopheles	-0.0438520647859457	0.5
H_0452_Diptera_Cecidomyiidae	-0.646053969522778	0
H_0453_Diptera_Aedes.albopictus	-0.0438520647859457	0.5
H_0455_Hemiptera_Rhopalidae	-0.0540921403629381	0.6667
H_0456_Hemiptera_Eysarcoris	-0.124775575396281	0
H_0457_Hemiptera_Empoascanara	0.123487022505399	0.78
H_0458_Diptera_Diptera	-0.142426094350121	0
H_0459_Hymenoptera_Eulophidae	-0.124775575396281	0
H_0460_Hemiptera_Hemiptera	-0.0848442123032428	0
H_0461_Diptera_Diptera	-0.0438520647859457	0.5
H_0462_Hymenoptera_Formicidae	-0.147858975071237	0.75
H_0464_Diptera_Cecidomyiidae	-0.00568968011978766	0.75
H_0465_Diptera_Forcipomyia	-0.114912220614486	0.6667
H_0466_Hemiptera_Aphididae	-0.142426094350121	0
H_0467_Hymenoptera_Formicidae	-0.0848442123032428	0
H_0468_Hemiptera_Aphididae	-0.0828428000581866	0.5
H_0469_Lepidoptera_Lepidoptera	-0.0828428000581866	0.5
H_0470_Diptera_Cecidomyiidae	-0.0848442123032428	0
H_0471_Lepidoptera_Lepidoptera	-0.284414806724993	0
H_0472_Diptera_Diptera	-0.142426094350121	0
H_0473_Hemiptera_Cicadellidae	-0.162296725486209	0.75
H_0474_Coleoptera_Coleoptera	-0.122589057848354	0
H_0475_Diptera_Cecidomyiidae	-0.122589057848354	0
H_0476_Diptera_Diptera	0.0977424824739259	0.8163
H_0477_Diptera_Cecidomyiidae	-0.106294284560819	0
H_0478_Diptera_Diptera	-0.0848442123032428	0
H_0479_Hemiptera_Hyperomyzus.carduellinus	-0.0173709191283092	0.6667
H_0480_Diptera_Diptera	0.122575767611429	0.8571
H_0481_Diptera_Drosophilidae	-0.142426094350121	0
H_0483_Coleoptera_Tychius	-0.142426094350121	0
H_0484_Hymenoptera_Ceraphronidae	-0.284414806724993	0
H_0485_Diptera_Phoridae	-0.122589057848354	0
H_0486_Hemiptera_Cicadellidae	-0.474705130491866	0
H_0487_Collembola_Homidia	-0.00285991726864864	0.6667
H_0488_Odonata_Ischnura	-0.553258734754497	0
H_0489_Coleoptera_Sericoderus	-0.122589057848354	0
H_0490_Hymenoptera_Hymenoptera	-0.0848442123032428	0
